chrom	start	end	Gene
chr12	122422470	122424669	CLIP1
chr12	122972580	122974779	ABCB9
chr12	122978060	122980259	ABCB9
chr12	122981450	122983649	ABCB9
chr12	122972580	122974779	OGFOD2
chr12	122978060	122980259	OGFOD2
chr12	123079384	123081583	PITPNM2
chr12	123362922	123365121	SBNO1
chr12	123364644	123366843	SBNO1
chr12	123364648	123366847	SBNO1
chr12	123631739	123633938	GTF2H3
chr12	123633567	123635766	GTF2H3
chr12	123971219	123973418	ZNF664
chr12	123971219	123973418	ZNF664-RFLNA
chr12	124287164	124289363	ZNF664-RFLNA
chr12	124511222	124513421	NCOR2
chr12	124567413	124569612	NCOR2
chr12	124784783	124786982	SCARB1
chr12	124913547	124915746	UBC
chr12	124917169	124919368	UBC
chr12	128851427	128853626	GLT1D1
chr12	130160459	130162658	FZD10
chr12	130162057	130164256	FZD10
chr12	131826393	131828592	MMP17
chr12	132487551	132489750	FBRSL1
chr12	132548729	132550928	FBRSL1
chr12	132579997	132582196	FBRSL1
chr12	132687177	132689376	PXMP2
chr12	132708819	132711018	PXMP2
chr12	132885842	132888041	CHFR
chr12	132954528	132956727	CHFR
chr12	132956105	132958304	CHFR
chr12	132956107	132958306	CHFR
chr12	133035292	133037491	ZNF84
chr12	133037023	133039222	ZNF84
chr12	133128984	133131183	ZNF268
chr12	133130075	133132274	ZNF268
chr13	20565138	20567337	IFT88
chr13	20566846	20569045	IFT88
chr13	21139758	21141957	SAP18
chr13	21459171	21461370	ZDHHC20
chr13	23568370	23570569	TNFRSF19
chr13	23977700	23979899	SPATA13
chr13	24160416	24162615	SPATA13
chr13	24254240	24256439	SPATA13
chr13	24305166	24307365	SPATA13
chr13	24305166	24307365	C1QTNF9
chr13	24922690	24924889	CENPJ
chr13	25166969	25169168	AMER2
chr13	25172089	25174288	AMER2
chr13	26555683	26557882	WASF3
chr13	27619875	27622074	LOC105370129
chr13	27620330	27622529	LOC105370129
chr13	30420488	30422687	UBE2L5
chr13	30422052	30424251	UBE2L5
chr13	30615693	30617892	HMGB1
chr13	30617398	30619597	HMGB1
chr13	30617398	30619597	USPL1
chr13	30711478	30713677	ALOX5AP
chr13	31162189	31164388	HSPH1
chr13	32420317	32422516	N4BP2L1
chr13	32432755	32434954	N4BP2L2
chr13	32509196	32511395	N4BP2L2
chr13	32538686	32540885	N4BP2L2
chr13	33816069	33818268	RFC3
chr13	36214389	36216588	CCDC169-SOHLH2
chr13	36297641	36299840	CCDC169-SOHLH2
chr13	36297643	36299842	CCDC169-SOHLH2
chr13	36297641	36299840	CCDC169
chr13	36297643	36299842	CCDC169
chr13	36344431	36346630	SPART
chr13	36369981	36372180	SPART
chr13	36429520	36431719	CCNA1
chr13	37059514	37061713	SUPT20H
chr13	37105465	37107664	CSNK1A1L
chr13	37598645	37600844	POSTN
chr13	39036306	39038505	NHLRC3
chr13	39037890	39040089	NHLRC3
chr13	39653627	39655826	COG6
chr13	39663936	39666135	COG6
chr13	42560736	42562935	TNFSF11
chr13	42779550	42781749	FAM216B
chr13	43456465	43458664	ENOX1
chr13	43786773	43788972	ENOX1
chr13	43877284	43879483	LACC1
chr13	43879541	43881740	LACC1
chr13	44435057	44437256	TSC22D1
chr13	44573893	44576092	TSC22D1
chr13	44987538	44989737	GPALPP1
chr13	44989272	44991471	GPALPP1
chr13	45416162	45418361	SLC25A30
chr13	45418256	45420455	SLC25A30
chr13	46050497	46052696	ZC3H13
chr13	46052560	46054759	ZC3H13
chr13	46209928	46212127	LCP1
chr13	46211149	46213348	LCP1
chr13	46437991	46440190	RUBCNL
chr13	46551168	46553367	LRCH1
chr13	48444505	48446704	LPAR6
chr13	48529800	48531999	RCBTB2
chr13	48533057	48535256	RCBTB2
chr13	48651711	48653910	CYSLTR2
chr13	48973912	48976111	FNDC3A
chr13	49218338	49220537	MLNR
chr13	49245925	49248124	CDADC1
chr13	49247641	49249840	CDADC1
chr13	49442274	49444473	SETDB2
chr13	49443865	49446064	SETDB2
chr13	49493610	49495809	SETDB2
chr13	49936291	49938490	SPRYD7
chr13	50805855	50808054	DLEU7
chr13	50843414	50845613	DLEU7
chr13	50843740	50845939	DLEU7
chr13	51333773	51335972	SERPINE3
chr13	51348440	51350639	SERPINE3
chr13	51450364	51452563	INTS6
chr13	51450370	51452569	INTS6
chr13	51802297	51804496	DHRS12
chr13	52010391	52012590	ALG11
chr13	52011926	52014125	ALG11
chr13	52022691	52024890	ALG11
chr13	52022691	52024890	UTP14C
chr13	52126891	52129090	NEK5
chr13	52128893	52131092	NEK5
chr13	52453429	52455628	CKAP2
chr13	52739621	52741820	CNMD
chr13	52848442	52850641	PCDH8
chr13	57138918	57141117	PRR20A
chr13	57138918	57141117	PRR20A
chr13	57138918	57141117	PRR20C
chr13	57138918	57141117	PRR20C
chr13	57145488	57147687	PRR20C
chr13	57145488	57147687	PRR20B
chr13	57158632	57160831	PRR20D
chr13	57165197	57167396	PRR20E
chr13	60394457	60396656	TDRD3
chr13	61427650	61429849	PCDH20
chr13	61427747	61429946	PCDH20
chr13	66301871	66304070	PCDH9
chr13	66823169	66825368	PCDH9
chr13	66975432	66977631	PCDH9
chr13	66988886	66991085	PCDH9
chr13	67230246	67232445	PCDH9
chr13	70105213	70107412	KLHL1
chr13	70108294	70110493	KLHL1
chr13	73052976	73055175	KLF5
chr13	75481970	75484169	TBC1D4
chr13	75547480	75549679	UCHL3
chr13	75547773	75549972	UCHL3
chr13	75549240	75551439	UCHL3
chr13	75635795	75637994	LMO7
chr13	75869038	75871237	LMO7DN
chr13	75874886	75877085	LMO7DN
chr13	77006602	77008801	CLN5
chr13	77026996	77029195	CLN5
chr13	77080991	77083190	CLN5
chr13	77533674	77535873	SCEL
chr13	77606352	77608551	SCEL
chr13	77917689	77919888	EDNRB
chr13	79404293	79406492	RBM26
chr13	83882275	83884474	SLITRK1
chr13	87670764	87672963	SLITRK5
chr13	87674036	87676235	SLITRK5
chr13	95431604	95433803	CLDN10
chr13	95533711	95535910	CLDN10
chr13	95644507	95646706	DZIP1
chr13	96983973	96986172	OXGR1
chr13	97219434	97221633	MBNL2
chr13	97295201	97297400	MBNL2
chr13	99085819	99088018	DOCK9
chr13	99086426	99088625	DOCK9
chr13	99198774	99200973	UBAC2
chr13	99200558	99202757	UBAC2
chr13	99261545	99263744	UBAC2
chr13	99261545	99263744	UBAC2
chr13	99307200	99309399	UBAC2
chr13	99354131	99356330	UBAC2
chr13	99261545	99263744	GPR18
chr13	99261545	99263744	GPR18
chr13	99604669	99606868	CLYBL
chr13	99641059	99643258	CLYBL
chr13	99690772	99692971	CLYBL
chr13	99728772	99730971	CLYBL
chr13	100087015	100089214	PCCA
chr13	100088751	100090950	PCCA
chr13	100088773	100090972	PCCA
chr13	100364760	100366959	PCCA
chr13	100480086	100482285	PCCA
chr13	100481006	100483205	PCCA
chr13	100589329	100591528	GGACT
chr13	101450593	101452792	ITGBL1
chr13	102797110	102799309	BIVM-ERCC5
chr13	102797119	102799318	BIVM-ERCC5
chr13	102798841	102801040	BIVM-ERCC5
chr13	102843831	102846030	BIVM-ERCC5
chr13	108216392	108218591	LIG4
chr13	108218169	108220368	LIG4
chr13	108267629	108269828	TNFSF13B
chr13	108333354	108335553	LOC105370355
chr13	110914870	110917069	ANKRD10
chr13	111115479	111117678	ARHGEF7
chr13	111144534	111146733	ARHGEF7
chr13	111152972	111155171	ARHGEF7
chr13	112689648	112691847	ATP11A
chr13	112754494	112756693	ATP11A
chr13	112892378	112894577	MCF2L
chr13	113103788	113105987	F7
chr13	113120799	113122998	F10
chr13	113128681	113130880	F10
chr13	113206193	113208392	PCID2
chr13	113208516	113210715	PCID2
chr13	113208516	113210715	CUL4A
chr13	113260920	113263119	CUL4A
chr13	113349645	113351844	GRTP1
chr13	113363949	113366148	GRTP1
chr13	113489021	113491220	DCUN1D2
chr13	114232887	114235086	CDC16
chr13	114242505	114244704	CDC16
chr13	114268243	114270442	CDC16
chr13	114271828	114274027	CDC16
chr14	19418975	19421174	POTEG
chr14	19434142	19436341	POTEG
chr14	19717015	19719214	OR4N2
chr14	19741571	19743770	OR4N2
chr14	19771504	19773703	OR4N2
chr14	20323127	20325326	CCNB1IP1
chr14	20326327	20328526	CCNB1IP1
chr14	20333113	20335312	CCNB1IP1
chr14	20453191	20455390	APEX1
chr14	20454890	20457089	APEX1
chr14	20560732	20562931	RNASE9
chr14	20585659	20587858	RNASE11
chr14	20609596	20611795	RNASE11
chr14	20609685	20611884	RNASE11
chr14	20585659	20587858	RNASE12
chr14	20609596	20611795	RNASE12
chr14	20609685	20611884	RNASE12
chr14	20682177	20684376	ANG
chr14	20682560	20684759	ANG
chr14	20682560	20684759	RNASE4
chr14	21022109	21024308	NDRG2
chr14	21023187	21025386	NDRG2
chr14	21034608	21036807	NDRG2
chr14	21040316	21042515	NDRG2
chr14	21055822	21058021	NDRG2
chr14	21068273	21070472	NDRG2
chr14	21070673	21072872	NDRG2
chr14	21034608	21036807	TPPP2
chr14	21096811	21099010	ZNF219
chr14	21104523	21106722	ZNF219
chr14	21096811	21099010	TMEM253
chr14	21269295	21271494	HNRNPC
chr14	21474597	21476796	TOX4
chr14	21476761	21478960	TOX4
chr14	21537017	21539216	SALL2
chr14	21634741	21636940	OR10G2
chr14	22827879	22830078	MRPL52
chr14	22829621	22831820	MRPL52
chr14	22834560	22836759	MRPL52
chr14	22956830	22959029	HAUS4
chr14	22956830	22959029	HAUS4
chr14	22980698	22982897	HAUS4
chr14	22982059	22984258	HAUS4
chr14	23057339	23059538	ACIN1
chr14	23093505	23095704	ACIN1
chr14	23095415	23097614	ACIN1
chr14	23183316	23185515	RNF212B
chr14	23183475	23185674	RNF212B
chr14	23207126	23209325	RNF212B
chr14	23296790	23298989	BCL2L2-PABPN1
chr14	23299597	23301796	BCL2L2-PABPN1
chr14	23300296	23302495	BCL2L2-PABPN1
chr14	23302660	23304859	BCL2L2-PABPN1
chr14	23319457	23321656	BCL2L2-PABPN1
chr14	23370809	23373008	IL25
chr14	23374773	23376972	IL25
chr14	23374773	23376972	CMTM5
chr14	23559097	23561296	AP1G2
chr14	23567871	23570070	AP1G2
chr14	23628115	23630314	DHRS2
chr14	24427286	24429485	CBLN3
chr14	24430755	24432954	CBLN3
chr14	24427286	24429485	KHNYN
chr14	24430755	24432954	KHNYN
chr14	24441010	24443209	KHNYN
chr14	24441010	24443209	SDR39U1
chr14	24442706	24444905	SDR39U1
chr14	24508066	24510265	CMA1
chr14	24609500	24611699	GZMH
chr14	29926445	29928644	PRKD1
chr14	30191699	30193898	PRKD1
chr14	30872514	30874713	COCH
chr14	30889609	30891808	COCH
chr14	31014543	31016742	STRN3
chr14	31023106	31025305	STRN3
chr14	31026202	31028401	STRN3
chr14	31207605	31209804	HECTD1
chr14	31418286	31420485	HEATR5A
chr14	31457242	31459441	HEATR5A
chr14	31457307	31459506	HEATR5A
chr14	32076594	32078793	ARHGAP5
chr14	33950875	33953074	LOC102724945
chr14	34038097	34040296	LOC102724945
chr14	34629961	34632160	SNX6
chr14	34872343	34874542	BAZ1A
chr14	34875448	34877647	BAZ1A
chr14	34979957	34982156	SRP54
chr14	34982713	34984912	SRP54
chr14	35122318	35124517	PRORP
chr14	35276633	35278832	PRORP
chr14	35276633	35278832	PSMA6
chr14	35809105	35811304	RALGAPA1
chr14	36517278	36519477	NKX2-1
chr14	36520950	36523149	NKX2-1
chr14	36520950	36523149	NKX2-1
chr14	36655568	36657767	PAX9
chr14	36658602	36660801	PAX9
chr14	36952192	36954391	SLC25A21
chr14	37169888	37172087	SLC25A21
chr14	37172407	37174606	SLC25A21
chr14	37195894	37198093	MIPOL1
chr14	39170333	39172532	TRAPPC6B
chr14	39266862	39269061	MIA2
chr14	39266862	39269061	MIA2
chr14	44960190	44962389	KLHL28
chr14	45042109	45044308	KLHL28
chr14	44960190	44962389	TOGARAM1
chr14	45042109	45044308	TOGARAM1
chr14	45133930	45136129	FKBP3
chr14	45135120	45137319	FKBP3
chr14	49584580	49586779	RPS29
chr14	49688223	49690422	POLE2
chr14	50299747	50301946	L2HGDH
chr14	50310324	50312523	L2HGDH
chr14	50312030	50314229	L2HGDH
chr14	50560927	50563126	ATL1
chr14	50870053	50872252	PYGL
chr14	50944284	50946483	PYGL
chr14	50870053	50872252	ABHD12B
chr14	51095862	51098061	TRIM9
chr14	51487100	51489299	FRMD6
chr14	51599773	51601972	FRMD6
chr14	51651034	51653233	FRMD6
chr14	51651545	51653744	FRMD6
chr14	51824195	51826394	GNG2
chr14	51918372	51920571	GNG2
chr14	53151354	53153553	DDHD1
chr14	53153124	53155323	DDHD1
chr14	54729125	54731324	SAMD4A
chr14	55025230	55027429	SOCS4
chr14	55026906	55029105	SOCS4
chr14	55580689	55582888	KTN1
chr14	56486354	56488553	TMEM260
chr14	56512331	56514530	TMEM260
chr14	58425385	58427584	KIAA0586
chr14	58427332	58429531	KIAA0586
chr14	58631967	58634166	DACT1
chr14	58644631	58646830	DACT1
chr14	59482443	59484642	JKAMP
chr14	59484209	59486408	JKAMP
chr14	59917713	59919912	LRRC9
chr14	60089911	60092110	PCNX4
chr14	60091584	60093783	PCNX4
chr14	60169657	60171856	DHRS7
chr14	60658060	60660259	SIX1
chr14	60979114	60981313	SLC38A6
chr14	60980971	60983170	SLC38A6
chr14	61185559	61187758	PRKCH
chr14	61281139	61283338	PRKCH
chr14	61322639	61324838	PRKCH
chr14	61545285	61547484	PRKCH
chr14	61568405	61570604	PRKCH
chr14	61570454	61572653	PRKCH
chr14	63101838	63104037	KCNH5
chr14	63640035	63642234	WDR89
chr14	63641672	63643871	WDR89
chr14	64094926	64097125	SYNE2
chr14	64094926	64097125	ESR2
chr14	64463499	64465698	ZBTB25
chr14	64501712	64503911	ZBTB25
chr14	64505014	64507213	ZBTB25
chr14	64463499	64465698	AKAP5
chr14	64505014	64507213	ZBTB1
chr14	64533905	64536104	HSPA2
chr14	64540169	64542368	HSPA2
chr14	64912361	64914560	CHURC1-FNTB
chr14	64912443	64914642	CHURC1-FNTB
chr14	64942547	64944746	CHURC1-FNTB
chr14	64973027	64975226	CHURC1-FNTB
chr14	64984895	64987094	CHURC1-FNTB
chr14	65042688	65044887	CHURC1-FNTB
chr14	65042688	65044887	MAX
chr14	65080034	65082233	MAX
chr14	65408592	65410791	FUT8
chr14	65412491	65414690	FUT8
chr14	65469102	65471301	FUT8
chr14	67187393	67189592	GARIN2
chr14	67600087	67602286	PIGH
chr14	67674621	67676820	RDH11
chr14	67817779	67819978	RAD51B
chr14	68129997	68132196	RAD51B
chr14	68611533	68613732	RAD51B
chr14	68628280	68630479	RAD51B
chr14	68685366	68687565	RAD51B
chr14	68729234	68731433	RAD51B
chr14	68796054	68798253	ZFP36L1
chr14	68977682	68979881	ACTN1
chr14	68978832	68981031	ACTN1
chr14	68979241	68981440	ACTN1
chr14	69260368	69262567	GALNT16
chr14	69398100	69400299	SLC39A9
chr14	69724900	69727099	SRSF5
chr14	70359501	70361700	SYNJ2BP-COX16
chr14	70415107	70417306	SYNJ2BP-COX16
chr14	70416875	70419074	SYNJ2BP-COX16
chr14	70416891	70419090	SYNJ2BP-COX16
chr14	71321683	71323882	SIPA1L1
chr14	71396337	71398536	SIPA1L1
chr14	72514820	72517019	RGS6
chr14	72924377	72926576	DCAF4
chr14	73235497	73237696	PAPLN
chr14	73245780	73247979	PAPLN
chr14	73458418	73460617	NUMB
chr14	73488933	73491132	HEATR4
chr14	73535143	73537342	HEATR4
chr14	73608945	73611144	ACOT6
chr14	73714185	73716384	MIDEAS
chr14	73756747	73758946	MIDEAS
chr14	73785355	73787554	MIDEAS
chr14	74301069	74303268	VRTN
chr14	74302856	74305055	VRTN
chr14	74474665	74476864	NPC2
chr14	74480005	74482204	NPC2
chr14	74491756	74493955	NPC2
chr14	74711144	74713343	FCF1
chr14	74712918	74715117	FCF1
chr14	75051333	75053532	ACYP1
chr14	75062109	75064308	ACYP1
chr14	75069284	75071483	ACYP1
chr14	75427491	75429690	JDP2
chr14	76824372	76826571	LRRC74A
chr14	76826047	76828246	LRRC74A
chr14	77142535	77144734	TMEM63C
chr14	77374689	77376888	SAMD15
chr14	77376895	77379094	SAMD15
chr14	77706071	77708270	SLIRP
chr14	77707824	77710023	SLIRP
chr14	77758834	77761033	SLIRP
chr14	77761008	77763207	SLIRP
chr14	80209419	80211618	DIO2
chr14	80387558	80389757	DIO2
chr14	80953043	80955242	TSHR
chr14	80959318	80961517	TSHR
chr14	88326708	88328907	KCNK10
chr14	88382924	88385123	SPATA7
chr14	89180545	89182744	FOXN3
chr14	89347377	89349576	FOXN3
chr14	89415354	89417553	FOXN3
chr14	89574216	89576415	FOXN3
chr14	91253726	91255925	GPR68
chr14	94517645	94519844	SERPINA12
chr14	94559442	94561641	SERPINA5
chr14	94559442	94561641	SERPINA5
chr14	94590058	94592257	SERPINA5
chr14	95709747	95711946	TCL1A
chr14	95713997	95716196	TCL1A
chr14	96202679	96204878	BDKRB2
chr14	96202844	96205043	BDKRB2
chr14	96202679	96204878	BDKRB1
chr14	96202844	96205043	BDKRB1
chr14	96268425	96270624	BDKRB1
chr14	96361452	96363651	GSKIP
chr14	96363142	96365341	GSKIP
chr14	99480690	99482889	CCNK
chr14	99735693	99737892	EML1
chr14	99969449	99971648	EVL
chr14	100074679	100076878	EVL
chr14	100107655	100109854	EVL
chr14	100109315	100111514	EVL
chr14	100374418	100376617	WARS1
chr14	100374541	100376740	WARS1
chr14	100376606	100378805	WARS1
chr14	101759709	101761908	PPP2R5C
chr14	101759870	101762069	PPP2R5C
chr14	101810122	101812321	PPP2R5C
chr14	102137503	102139702	HSP90AA1
chr14	102139500	102141699	HSP90AA1
chr14	102139500	102141699	WDR20
chr14	102315377	102317576	ZNF839
chr14	102775449	102777648	TRAF3
chr14	103082210	103084409	LBHD2
chr14	103559896	103562095	KLC1
chr14	103560960	103563159	KLC1
chr14	103562458	103564657	KLC1
chr14	103713730	103715929	XRCC3
chr14	103715305	103717504	XRCC3
chr14	103713730	103715929	ZFYVE21
chr14	103715305	103717504	ZFYVE21
chr14	103926456	103928655	ATP5MJ
chr14	103928070	103930269	ATP5MJ
chr14	104137699	104139898	KIF26A
chr14	104722229	104724428	INF2
chr14	104795552	104797751	AKT1
chr14	104863268	104865467	CEP170B
chr14	105065246	105067445	GPR132
chr14	105246533	105248732	BRF1
chr14	105298563	105300762	BRF1
chr14	105315390	105317589	BRF1
chr14	105298563	105300762	PACS2
chr14	105315390	105317589	PACS2
chr14	105470962	105473161	CRIP2
chr14	105484317	105486516	CRIP1
chr14	105485199	105487398	CRIP1
chr15	20541601	20543800	GOLGA6L6
chr15	24821637	24823836	SNRPN
chr15	24952987	24955186	SNRPN
chr15	24953034	24955233	SNRPN
chr15	24952987	24955186	SNURF
chr15	24953034	24955233	SNURF
chr15	26658564	26660763	GABRB3
chr15	26790101	26792300	GABRB3
chr15	26864911	26867110	GABRB3
chr15	26939340	26941539	GABRB3
chr15	34337861	34340060	SLC12A6
chr15	34341315	34343514	NUTM1
chr15	34342981	34345180	NUTM1
chr15	34528172	34530371	GOLGA8B
chr15	34988088	34990287	ZNF770
chr15	36972702	36974901	MEIS2
chr15	37097339	37099538	MEIS2
chr15	37101100	37103299	MEIS2
chr15	38452127	38454326	FAM98B
chr15	39801134	39803333	GPR176
chr15	39919042	39921241	GPR176
chr15	39920067	39922266	GPR176
chr15	40215428	40217627	BUB1B-PAK6
chr15	40216500	40218699	BUB1B-PAK6
chr15	40252711	40254910	BUB1B-PAK6
chr15	40252711	40254910	PAK6
chr15	40349033	40351232	PHGR1
chr15	40356219	40358418	PHGR1
chr15	40437721	40439920	BAHD1
chr15	40454440	40456639	BAHD1
chr15	40564855	40567054	CCDC32
chr15	40592020	40594219	KNL1
chr15	40755652	40757851	RMDN3
chr15	40805086	40807285	ZFYVE19
chr15	40807279	40809478	ZFYVE19
chr15	40842018	40844217	SPINT1
chr15	40844243	40846442	SPINT1
chr15	41228839	41231038	EXD1
chr15	41230558	41232757	EXD1
chr15	41332392	41334591	NUSAP1
chr15	41513688	41515887	LTK
chr15	41826092	41828291	JMJD7-PLA2G4B
chr15	41826095	41828294	JMJD7-PLA2G4B
chr15	41834785	41836984	JMJD7-PLA2G4B
chr15	42050991	42053190	PLA2G4E
chr15	42156437	42158636	PLA2G4F
chr15	42489233	42491432	ZNF106
chr15	42490942	42493141	ZNF106
chr15	42546828	42549027	LRRC57
chr15	42548603	42550802	LRRC57
chr15	43328672	43330871	ADAL
chr15	43330374	43332573	ADAL
chr15	43367221	43369420	ZSCAN29
chr15	43508958	43511157	TP53BP1
chr15	43510529	43512728	TP53BP1
chr15	43508958	43511157	MAP1A
chr15	43510529	43512728	MAP1A
chr15	43591054	43593253	CKMT1B
chr15	43648678	43650877	PPIP5K1P1-CATSPER2
chr15	43690886	43693085	CKMT1A
chr15	43775087	43777286	SERF2
chr15	43789842	43792041	SERF2
chr15	43790354	43792553	SERF2
chr15	43793560	43795759	SERF2
chr15	45127933	45130132	DUOXA1
chr15	45129739	45131938	DUOXA1
chr15	45127933	45130132	DUOX1
chr15	45129739	45131938	DUOX1
chr15	45200976	45203175	SHF
chr15	45400336	45402535	GATM
chr15	45402128	45404327	GATM
chr15	45428579	45430778	C15orf48
chr15	45431050	45433249	C15orf48
chr15	45441609	45443808	C15orf48
chr15	45446427	45448626	C15orf48
chr15	45585214	45587413	SQOR
chr15	45585351	45587550	SQOR
chr15	47182101	47184300	SEMA6D
chr15	47606153	47608352	SEMA6D
chr15	49153656	49155855	GALK2
chr15	49154329	49156528	GALK2
chr15	49155462	49157661	GALK2
chr15	49168954	49171153	GALK2
chr15	49619037	49621236	DTWD1
chr15	49620730	49622929	DTWD1
chr15	50422380	50424579	USP8
chr15	50546509	50548708	USP50
chr15	51105077	51107276	TNFAIP8L3
chr15	51622634	51624833	DMXL2
chr15	51749597	51751796	LYSMD2
chr15	51751386	51753585	LYSMD2
chr15	52112576	52114775	BCL2L10
chr15	52677474	52679673	ATOSA
chr15	52709618	52711817	ATOSA
chr15	53762679	53764878	WDR72
chr15	55316960	55319159	RAB27A
chr15	55318914	55321113	RAB27A
chr15	55318962	55321161	RAB27A
chr15	55372835	55375034	CCPG1
chr15	55406495	55408694	CCPG1
chr15	55408311	55410510	CCPG1
chr15	55498161	55500360	DNAAF4
chr15	55586666	55588865	PYGO1
chr15	55588748	55590947	PYGO1
chr15	56916623	56918822	TCF12
chr15	56918300	56920499	TCF12
chr15	56918372	56920571	TCF12
chr15	57278474	57280673	TCF12
chr15	57589904	57592103	GCOM1
chr15	57589908	57592107	GCOM1
chr15	57704695	57706894	GCOM1
chr15	57704712	57706911	GCOM1
chr15	58063225	58065424	ALDH1A2
chr15	58136169	58138368	ALDH1A2
chr15	58408569	58410768	ALDH1A2
chr15	58473714	58475913	ALDH1A2
chr15	58408569	58410768	LIPC
chr15	58473714	58475913	LIPC
chr15	58498536	58500735	LIPC
chr15	58863175	58865374	RNF111
chr15	58933480	58935679	RNF111
chr15	59370693	59372892	FAM81A
chr15	59372672	59374871	FAM81A
chr15	62058503	62060702	VPS13C
chr15	62060274	62062473	VPS13C
chr15	62064977	62067176	C2CD4A
chr15	62645092	62647291	TLN2
chr15	62690249	62692448	TLN2
chr15	62821957	62824156	TLN2
chr15	63040632	63042831	TPM1
chr15	63049049	63051248	TPM1
chr15	63502511	63504710	USP3
chr15	63595353	63597552	FBXL22
chr15	63601390	63603589	FBXL22
chr15	64699248	64701447	OAZ2
chr15	64703082	64705281	OAZ2
chr15	64825469	64827668	PIF1
chr15	64839883	64842082	PLEKHO2
chr15	64909902	64912101	PLEKHO2
chr15	65074746	65076945	RASL12
chr15	65076491	65078690	RASL12
chr15	65185143	65187342	CLPX
chr15	65285392	65287591	PARP16
chr15	65609366	65611565	SLC24A1
chr15	65611090	65613289	SLC24A1
chr15	66038233	66040432	MEGF11
chr15	66291217	66293416	DIS3L
chr15	66293158	66295357	DIS3L
chr15	66347143	66349342	TIPIN
chr15	66384837	66387036	TIPIN
chr15	66386547	66388746	TIPIN
chr15	66496835	66499034	SNAPC5
chr15	66497581	66499780	SNAPC5
chr15	66497581	66499780	RPL4
chr15	66501119	66503318	RPL4
chr15	66501892	66504091	RPL4
chr15	66502711	66504910	RPL4
chr15	66502959	66505158	RPL4
chr15	66503115	66505314	RPL4
chr15	66524333	66526532	RPL4
chr15	66565799	66567998	LCTL
chr15	68229519	68231718	CALML4
